100	2	477.75	3.464101615	3.464101615	10
50	4.25	975.4968438	1.477097892	1.596796147	10001
100	3.214285714	3747.113679	1.022928242	0.984565484	15577
100	3.153846154	4906.374	0.831079973	0.858072552	22042
100	4	132.1	3.464101615	3.464101615	22227
100	3.571428571	6941.216071	1.359362505	1.316083092	26725
100	4	315.2	3.464101615	3.464101615	27653
100	7	155.71	3.464101615	3.464101615	27776
100	3.571428571	4468.857095	1.146099297	1.187632637	27797
100	5.1	1991.43397	0.692820323	0.87260025	32668
100	2	131.62	2.335496832	2.335496832	32669
100	2.333333333	879.8995833	0.852802865	0.831079973	32670
100	3.555555556	1104.602222	0.828775414	1.846372365	32671
100	7.5	273.44	1.477097892	1.477097892	32672
100	2	342.1933333	1.235828761	1.235828761	32673
100	2.2	1072.40381	0.844231765	0.923186182	32674
100	2	335.75	1.235828761	1.235828761	32675
100	2	474.8503333	1.348399725	1.359362505	32676
100	3.125	530.433	0.977008421	1.154700538	32677
100	4.666666667	198.016	1.809068067	1.809068067	32678
100	3.071428571	1897.398161	1.309307341	2.006722708	32680
93.33333333	2.428571429	1173.094702	1.137780934	1.221079406	32681
100	3.2	338.07	1.604539016	1.604539016	32682
100	2.5	111.0475	2.335496832	2.335496832	32683
100	2	204.23	1.809068067	1.809068067	32684
100	2.666666667	200.86	1.809068067	1.809068067	32685
100	3	335.75	1.235828761	1.235828761	32686
100	2	269.6425	1.477097892	1.477097892	32687
90.90909091	2	756.1297986	1.270363803	1.270363803	32688
100	2.75	274.7885714	1.954016842	1.954016842	32689
100	4	468.535	1.146099297	1.146099297	32690
100	2	332.32	1.235828761	1.235828761	32691
100	2.181818182	821.7966234	0.729335916	0.852802865	32692
96.15384615	2.2	2146.893906	0.432663169	0.461593091	32693
100	2.2	343.795	1.604539016	1.604539016	32694
100	2.55	19186.4919	0.643852044	0.570348866	32740
100	4.25	541.115	1.331438047	1.331438047	33260
100	2.833333333	3309.18125	1.044465936	1.049097736	35150
100	2.714285714	1883.14375	0.88273483	1.032701664	35909
100	3	1373.93	3.464101615	3.464101615	37584
100	13	67.075	3.464101615	3.464101615	50201
88.88888889	3.111111111	1119.887407	1.287076399	1.60963011	61234
100	2	78.1475	3.464101615	3.464101615	62066
100	2.5	947.3127083	1.477097892	1.496634201	64593
